; China eventmsg.txt																	   
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"因为 [leader_name] 确实对您感到非常满意"
PHRASE_trade_resumed_initial_announcement				"好吧, [player_name], 尽管我对您过去的某些行为感到震惊, 但是我, [city_name] 的 [leader_name], 还是重新开始与您贸易."
PHRASE_trade_resumed_no_reason	  				"N/A"

PHRASE_CONDENSED_trade_resumed_title 				"N/A"
PHRASE_CONDENSED_trade_resumed_initial_announcement		"与 [city_name] 的贸易恢复."
PHRASE_CONDENSED_trade_resumed_no_reason	  			"N/A"

;*****Trade Shuts Down**********************************
PHRASE_trade_shuts_down_title 					"与 [city_name] 的贸易中断"
PHRASE_trade_shuts_down_spy_report	    				"密探带给您一个消息, [player_name]： 与 [city_name] 的贸易将在一年内中断. "
PHRASE_trade_shuts_down_initial_announcement    		"您好, [player_name]. 我, [city_name] 的 [leader_name], 很遗憾地通知您: 我不能再与您贸易了. 不过您放心, 这不是因为您的原因."
PHRASE_trade_shuts_down_no_reason	  				"N/A"

PHRASE_CONDENSED_trade_shuts_down_title 				"N/A"
PHRASE_CONDENSED_trade_shuts_down_spy_report	    		"密探报告说与 [city_name] 的贸易将要中断."
PHRASE_CONDENSED_trade_shuts_down_initial_announcement    	"与 [city_name] 的贸易已经中断."
PHRASE_CONDENSED_trade_shuts_down_no_reason	  		"N/A"

;*****Trade opens up**********************************
PHRASE_trade_opens_up_title 						"与 [city_name] 的贸易开放"
PHRASE_trade_opens_up_spy_report					"密探报告说 [city_name] 的 [leader_name] 将在一年内 想办法开放与您的贸易关系."
PHRASE_trade_opens_up_initial_announcement			"您好, [player_name]. 我, [city_name] 的 [leader_name], 建议我们开始建立贸易关系. 这对咱们双方都有利."
PHRASE_trade_opens_up_no_reason	  				"N/A"

PHRASE_CONDENSED_trade_opens_up_title 				"N/A"
PHRASE_CONDENSED_trade_opens_up_spy_report			"密探报告说 [city_name] 将建立与您贸易关系."
PHRASE_CONDENSED_trade_opens_up_initial_announcement		"[city_name] 现在可以与您贸易了."
PHRASE_CONDENSED_trade_opens_up_no_reason	  			"N/A"

;*****Trade rejected **********************************
PHRASE_trade_rejected_title 						"贸易要求被拒绝"
PHRASE_trade_rejected_spy_report 					"[greeting] [player_name]. 在 [city_name] 的密探报告说: 他们拒绝与您建立贸易关系."
PHRASE_trade_rejected_initial_announcement 			"[greeting] [player_name]. [city_name] 拒绝了您提出的 建立贸易关系的要求."
PHRASE_trade_rejected_no_reason 					"N/A"

PHRASE_CONDENSED_trade_rejected_title 				"贸易要求被拒绝"                                                       
PHRASE_CONDENSED_trade_rejected_spy_report 			"密探报告说 [city_name] 拒绝与您建立贸易关系."
PHRASE_CONDENSED_trade_rejected_initial_announcement 		"[city_name] 拒绝了您提出的 建立贸易关系的要求."
PHRASE_CONDENSED_trade_rejected_no_reason 			"N/A"

;*****Alliance rejected**********************************
PHRASE_alliance_rejected_title 					"结盟被拒绝"
PHRASE_alliance_rejected_spy_report 				"[greeting] [player_name]. 我们在 [city_name] 的密探有可靠的理由怀疑: 他们将拒绝您提出的结盟的要求."
PHRASE_alliance_rejected_initial_announcement 			"[greeting] [player_name], [city_name] 拒绝了您提出的结盟的要求."
PHRASE_alliance_rejected_no_reason 					"N/A"

PHRASE_CONDENSED_alliance_rejected_title 				"结盟被拒绝"                                                            
PHRASE_CONDENSED_alliance_rejected_spy_report 			"[greeting] [player_name], [city_name] 拒绝了您提出的结盟的要求."
PHRASE_CONDENSED_alliance_rejected_initial_announcement 	"[greeting] [player_name], [city_name] 拒绝了您提出的结盟的要求."
PHRASE_CONDENSED_alliance_rejected_no_reason 			"N/A"

;for the following increase/decrease events, 
; _I = Increase
; _D = Decrease

;*****Demand Changes**************************
PHRASE_demand_change_title_I 						"[city_name] 购买更多 [itemshort]"
PHRASE_demand_change_spy_report_I 					"我们在 [city_name] 的密探报告. 好象 [city_name] 的 [leader_name] 很快就希望与您交易更多的 [item]!"
PHRASE_demand_change_initial_announcement_I 			"您好, [player_name]. 我, [city_name] 的 [leader_name], 希望从您的城市购买更多的 [item]. 我的城市对这种物品消耗那么快, 真是令人惊异!"
PHRASE_demand_change_no_reason_I	  ""

PHRASE_CONDENSED_demand_change_title_I 				"N/A"
PHRASE_CONDENSED_demand_change_spy_report_I 			"密探报告 [city_name] 希望与您交易更多的 [itemshort]."
PHRASE_CONDENSED_demand_change_initial_announcement_I 	"[city_name] 现在希望与您交易更多的 [itemshort]."
PHRASE_CONDENSED_demand_change_no_reason_I	  ""

PHRASE_demand_change_title_D 						"[city_name] 减少购买 [itemshort]"
PHRASE_demand_change_spy_report_D 					"我, 您最信任的密探向您报告, 听说 [city_name] 对 [item] 的需求降低了. 很快就会减少从您的城市购买的数量."
PHRASE_demand_change_initial_announcement_D 			"情况有了变化, [player_name]. 我, [city_name] 的 [leader_name], 已经决定减少从您的城市购买 [item] 的数量. 我的城市对这种物品的用量 不象以前那么多了."
PHRASE_demand_change_no_reason_D	  ""

PHRASE_CONDENSED_demand_change_title_D 				"N/A"
PHRASE_CONDENSED_demand_change_spy_report_D 			"密探报告说 [city_name] 将减少 [itemshort] 购买量."
PHRASE_CONDENSED_demand_change_initial_announcement_D 	"[city_name] 已经减少了 [itemshort] 的交易数量."
PHRASE_CONDENSED_demand_change_no_reason_D	  ""

PHRASE_supply_change_title_I 						"[city_name] 出售更多 [itemshort]"
PHRASE_supply_change_spy_report_I 	    				"我, 您最信任的密探, 看到了最近的报告. 所有的情况都表明 [city_name] 很快就会向您出售更多的 [item]."
PHRASE_supply_change_initial_announcement_I 			"您好, [player_name]. 我, [city_name] 的 [leader_name], 骄傲的宣布: 我们可以向您出售更多的 [item] 了!"
PHRASE_supply_change_no_reason_I	  ""

PHRASE_CONDENSED_supply_change_title_I 				"N/A"
PHRASE_CONDENSED_supply_change_spy_report_I 	    		"密探报告说 [city_name] 将出售更多的 [itemshort]."
PHRASE_CONDENSED_supply_change_initial_announcement_I 	"[city_name] 现在将出售更多 [itemshort]."
PHRASE_CONDENSED_supply_change_no_reason_I			""

PHRASE_supply_change_title_D 						"[city_name] 减少 [itemshort] 的出售量"
PHRASE_supply_change_spy_report_D 					"最后一次密探报告指出, 在一年之内, [city_name] 的 [leader_name] 将减少向您出售 [item] 的数量!"
PHRASE_supply_change_initial_announcement_D 			"您好, [player_name]. 我, [city_name] 的 [leader_name], 必须遗憾地减少每年卖给您的 [item] 数量. 我自己的城市对这种产品的需求量 比以前高了许多."
PHRASE_supply_change_no_reason_D				  	""

PHRASE_CONDENSED_supply_change_title_D 				"N/A"
PHRASE_CONDENSED_supply_change_spy_report_D 			"密探报告说 [city_name] 将减少 [item] 出售量."
PHRASE_CONDENSED_supply_change_initial_announcement_D 	"[city_name] 现在将卖给您较少的 [item]."
PHRASE_CONDENSED_supply_change_no_reason_D	            ""

;******Price Changes**************************************
PHRASE_price_change_title_I 					"[itemshort] 的价格上涨"
PHRASE_price_change_spy_report_I				"我, 您最能干的密探, 预报在一年内 [itemshort] 的价格将会提高, [player_name]. 进口这种商品的费用会增加, 但是出口这种商品 将得到更高的利润."
PHRASE_price_change_initial_announcement_I		"声名卓著的 [player_name], 由于全世界的供应减少, [itemshort] 的价格有所上涨, 上涨量显示在上面. 进口这种商品的费用会提高, 但是出口这种商品 能得到更高的利润."
PHRASE_price_change_no_reason_I		   		""

PHRASE_CONDENSED_price_change_title_I 			"N/A"
PHRASE_CONDENSED_price_change_spy_report_I		"密探报告说 [itemshort] 的价格将提高."
PHRASE_CONDENSED_price_change_initial_announcement_I	"[itemshort] 的价格已经上涨."
PHRASE_CONDENSED_price_change_no_reason_I		   	""

PHRASE_price_change_title_D 					"[itemshort] 的价格下降"
PHRASE_price_change_spy_report_D				"您好, [player_name]. 我, 您最棒的密探, 预见到了贸易的变化. 一年之内, [itemshort] 供应将过剩, 因此这种商品的价格会下跌. 这样出口这种商品的利润将减少, 但进口它的花费也会降低."
PHRASE_price_change_initial_announcement_D		"最高贵的 [player_name], 因为整个中国供应过多, [itemshort] 的价格下降了, 下降量显示在上面. 这样出口它利润会降低, 但是进口它也会比以前更便宜."
PHRASE_price_change_no_reason_D  				""

PHRASE_CONDENSED_price_change_title_D 			"N/A"
PHRASE_CONDENSED_price_change_spy_report_D		"密探报告 [itemshort] 的价格将下降."
PHRASE_CONDENSED_price_change_initial_announcement_D	"[itemshort] 的价格已经下降."
PHRASE_CONDENSED_price_change_no_reason_D  		""

;*****Wage change**************************************
PHRASE_wage_change_title_I 					"农民的要求提高"
PHRASE_wage_change_spy_report_I 				"您的密探已经从农民那里 发现一个令人感兴趣的情况. 好象他们在抱怨自己的工资太低, [player_name]."
PHRASE_wage_change_initial_announcement_I 		"最高贵的 [player_name], 在您的城市里生活费用提高了, 因此人们希望得到更多工资来支付生活费."
PHRASE_wage_change_no_reason_I_C	  			"N/A"

PHRASE_CONDENSED_wage_change_title_I 			"N/A"
PHRASE_CONDENSED_wage_change_spy_report_I 		"密探报告说人们将要求 领取更高的工资."
PHRASE_CONDENSED_wage_change_initial_announcement_I 	"人们希望得到更多工资."
PHRASE_CONDENSED_wage_change_no_reason_I_C	  	"N/A"

PHRASE_wage_change_title_D 					"人们的工资要求降低"
PHRASE_wage_change_spy_report_D 				"就算是不会说话的石头, 我, 您最信任的密探, 也能从石头那里得到秘密. 我预计在一年之内, 人们对工资的要求会降低, [player_name]."
PHRASE_wage_change_initial_announcement_D 		"您好, 最高贵的 [player_name]. 我确信您的市民 可以接受更低的一点的工资. 整个世界的工资都降低了."
PHRASE_wage_change_no_reason_D_C	  			"N/A"

PHRASE_CONDENSED_wage_change_title_D 			"N/A"
PHRASE_CONDENSED_wage_change_spy_report_D 		"密探报告 整个世界的工资都将降低."
PHRASE_CONDENSED_wage_change_initial_announcement_D 	"全世界的工资都已经降低."
PHRASE_CONDENSED_wage_change_no_reason_D_C	  	"N/A"

; 'tribute suspended' and 'tribute resumed' are only triggered by provocation.  Reason may be embedded directly in text.
;*****Tribute suspended**********************************
PHRASE_tribute_suspended_title 					"[city_name] 拒绝进贡"
PHRASE_tribute_suspended_initial_announcement    		"我可能是您的仆人, [player_name], 但我不愿意您象对待野狗一样对待我! 我, [city_name] 的 [leader_name], 在您改变对我态度前, 拒绝向您进贡!"
PHRASE_tribute_suspended_no_reason	  				"N/A"

PHRASE_CONDENSED_tribute_suspended_title 				"N/A"
PHRASE_CONDENSED_tribute_suspended_initial_announcement	"[city_name] 已经停止进贡."
PHRASE_CONDENSED_tribute_suspended_no_reason	  		"N/A"

;*****Tribute resumed**********************************
PHRASE_tribute_resumed_title 						"[city_name] 恢复进贡"
PHRASE_tribute_resumed_initial_announcement			"您好, [player_name]. 尽管您过去 对我度恶劣, 但是我, [city_name] 的 [leader_name], 还是决定尽我的义务重新向您进贡."
PHRASE_tribute_resumed_no_reason	  				"N/A"

PHRASE_CONDENSED_tribute_resumed_title 				"N/A"
PHRASE_CONDENSED_tribute_resumed_initial_announcement		"[city_name] 已经恢复向您进贡."
PHRASE_CONDENSED_tribute_resumed_no_reason	  		"N/A"

;*****Rebellion**********************************
PHRASE_rebellion_tribute_suspended_title 				"[city_name] 反叛!"
PHRASE_rebellion_tribute_suspended_initial_announcement	"您的行为应该受到责备, [player_name]. 我, [city_name] 高贵的 [leader_name], 现在开始反抗您了! 您可以忘记我的年贡了, 而且我也不打算和您贸易!"
PHRASE_rebellion_tribute_suspended_no_reason	  		"N/A"

PHRASE_CONDENSED_rebellion_tribute_suspended_title 				"N/A"
PHRASE_CONDENSED_rebellion_tribute_suspended_initial_announcement		"[city_name] 已经反叛, 不再向您进贡."
PHRASE_CONDENSED_rebellion_tribute_suspended_no_reason	  		"N/A"

;*****Rebellion Quelled**********************************
PHRASE_rebellion_quelled_tribute_resumed_title 					"[city_name] 的反叛被镇压"
PHRASE_rebellion_quelled_tribute_resumed_initial_announcement		"最明智宽厚的 [player_name], 我, [city_name] 的 [leader_name], 谦恭的站在您面前. 您的军队让我看到了自己的错误, 我不应该反抗您. 现在我又是您忠诚的仆人, 我将恢复与您的贸易并继续向您进贡."
PHRASE_rebellion_quelled_tribute_resumed_no_reason	  			"N/A"

PHRASE_CONDENSED_rebellion_quelled_tribute_resumed_title 			"N/A"
PHRASE_CONDENSED_rebellion_quelled_tribute_resumed_initial_announcement	"您已经镇压了 [city_name] 叛乱."
PHRASE_CONDENSED_rebellion_quelled_tribute_resumed_no_reason	  	"N/A"

;*****Rebellion Over**********************************
PHRASE_rebellion_over_tribute_resumed_title 					"[city_name] 的叛乱结束"
PHRASE_rebellion_over_tribute_resumed_spy_report				"最近的密探报告表明: 您的诸候城市 [city_name] 将停止暴躁的行为, 一年内那里的叛乱就会结束. 他们会恢复与您的贸易, 并继续向您进贡."
PHRASE_rebellion_over_tribute_resumed_initial_announcement			"请原谅我, [player_name]. 我, [city_name] 谦恭的 [leader_name], 现在认识到自己原来是多么愚蠢. 反抗您是一个错误, 所以我再次成为您忠顺的仆人. 我将很高兴地向您进贡, 并且盼望着恢复和您的贸易."
PHRASE_rebellion_over_tribute_resumed_no_reason	  				"N/A"

PHRASE_CONDENSED_rebellion_over_tribute_resumed_title 			"N/A"
PHRASE_CONDENSED_rebellion_over_tribute_resumed_spy_report			"密探报告 [city_name] 的叛乱将在一年内结束."
PHRASE_CONDENSED_rebellion_over_tribute_resumed_initial_announcement	"[city_name] 已经停止反叛."
PHRASE_CONDENSED_rebellion_over_tribute_resumed_no_reason	  		"N/A"

;*****Military Buildup**********************************
PHRASE_military_change_title_I 							"[city_name] 建立军事系统"
PHRASE_military_change_spy_report_I							"密探带给我一些坏消息, [player_name]. 一年内, [city_name] 将加强其军事力量!"
PHRASE_military_change_initial_announcement_I					"今天有个坏消息, 高贵的 [player_name]. [city_name] 的 [leader_name] 已经加强了他们的军事力量. 没有人知道 [leader_name] 想做什么, 但是我们应该保持警惕."
PHRASE_military_change_no_reason_I	  						"N/A"

PHRASE_CONDENSED_military_change_title_I 						"N/A"
PHRASE_CONDENSED_military_change_spy_report_I					"密报告 [city_name] 将加强其军事力量."
PHRASE_CONDENSED_military_change_initial_announcement_I			"[city_name] 已经加强了军事力量."
